Sparta_020 一个贤者，除了要拥有智慧，更重要的，是持之以恒的意志。
Sparta_021 我们就像美丽的花朵。
Sparta_022 你好。近战武器，远程武器，魔法武器，任你选购。
Sparta_023 为了保持体力，需要携带足够的药水。我这里有许多类型任你选择。
Sparta_024 各种防具，应有尽有。千万不要错过咯！
Sparta_025 有你喜欢的饰品吗？
Sparta_026 你要创建合法的公会组织吗？
Sparta_027 你要储存物品吗？
Athens_Newbie_001 你好。学会与朋友们交流，你一定会受益匪浅。点击NPC请用左键，点击玩家则请在用户菜单选择你要使用的功能。
Athens_Newbie_002 哈哈，我这里应有尽有，快来买吧。
Athens_Newbie_003 你好，勇士。武器种类齐全，欢迎选购。
Athens_Newbie_004 打造装备是个体力活，镶嵌则还需要动脑。稍不留神，就会……嘿嘿……
Athens_Newbie_005 你好哇，今天村子里没有什么特别的活动哦。
Athens_Newbie_006 新手村外面有很多魔物，努力打到它们就是最好的训练哦。
Athens_Newbie_007 你好。仓库可以存放物品，你要存放吗？
Athens_Newbie_008 你好，亲爱的朋友。
Athens_Newbie_009 储备好物资，与怪物作战的时候会让自己立于不败之地。你准备好了吗，我这里有很多防具哦，请看一看吧！
Athens_Newbie_010 我擅长给柱子和墙面刷油漆。
Athens_Newbie_011 作为一个战士，保存体力很重要。请问你要购买最新的药剂吗？
Athens_Newbie_012 你不是一个人在战斗。你有听说过特洛伊木马俱乐部吗？
Athens_Newbie_013 我是一个外乡人。尽管如此，有需要我的时候我不会袖手旁观。
Athens_Newbie_014 我这有众神加持的宝物贩卖，看看有你想要的吗？
Sparta_Newbie_001 你好。学会与朋友们交流，你一定会受益匪浅。点击NPC请用左键，点击玩家则请在用户菜单选择你要使用的功能。
Sparta_Newbie_002 哈哈，我这里应有尽有，快来买吧。
Sparta_Newbie_003 你好，勇士。武器种类齐全，欢迎选购。
Sparta_Newbie_004 打造装备是个体力活，镶嵌则还需要动脑。稍不留神，就会……嘿嘿……
Sparta_Newbie_005 你好哇，今天村子里没有什么特别的活动哦。
Sparta_Newbie_006 新手村外面有很多魔物，努力打到它们就是最好的训练哦。
Sparta_Newbie_007 你好。仓库可以存放物品，你要存放吗？
Sparta_Newbie_008 你好，亲爱的朋友。
Sparta_Newbie_009 储备好物资，与怪物作战的时候会让自己立于不败之地。你准备好了吗，我这里有很多防具哦，请看一看吧！
Sparta_Newbie_010 我擅长给建筑物涂上好看的颜料。
Sparta_Newbie_011 作为一个战士，保存体力很重要。请问你要购买最新的药剂吗？
Sparta_Newbie_012 我们都不是一个人在战斗。你听说过阿尔戈斯英雄船俱乐部吗？
Sparta_Newbie_013 我是一个外乡人，你现在看到的并非我的本来面目。尽管如此，有需要我的时候我还是会帮助大家。
Sparta_Newbie_014 我这有众神加持的宝物贩卖，愿众神眷顾您！
Marathon_All_001 你来啦。今天天气很好啊，可是为什么我总觉得差点什么呢？
Marathon_All_002 我的妹妹莉尔总是喜欢偷跑出去玩，然后我就找不到她了……
Marathon_All_003 在主城里，有着漂亮的神殿，你可以抽空去看看。
Marathon_All_004 小绵羊……
Marathon_All_005 我要保护这里。
Marathon_All_006 我在巡逻，你在做什么。
Marathon_All_007 我喜欢冲在最前线。
Marathon_All_008 噢，最近来了很多兵啊，要打仗了吗？
Marathon_All_009 嘿，各种药品、杂货，种类齐全。愿众神眷顾您！
Peloponnese_All_001 你来啦。今天天气很好啊，可是为什么我总觉得差点什么呢？
Peloponnese_All_002 我的妹妹特瑞莎总是喜欢偷跑出去玩，然后我就找不到她了……
Peloponnese_All_003 在主城里，有着庄严的神殿，你可以抽空去看看。
Peloponnese_All_004 小狗……
Peloponnese_All_005 我要保护这里。
Peloponnese_All_006 我在巡逻，你在做什么。
Peloponnese_All_007 我喜欢冲在最前线。
Peloponnese_All_008 噢，最近来了很多兵啊，要打仗了吗？
Peloponnese_All_009 药品、杂货，种类齐全，看看有你想要的吗？
Parnitha_1_001 为了弟兄们，我要坚持到最后。
Parnitha_1_002 你有见过菲兰德的吗，最近他很奇怪。
Parnitha_1_003 真漂亮！
Parnitha_1_004 你好，需要我为你做些什么？
Parnitha_1_005 我觉得同天上的神仙相比，能够和你面对面坐在一起，听你讲话是这样令人心喜，是这样甜蜜……
Parnitha_1_006 禁止胡乱捕杀野生小动物！
Parnitha_1_007 你好，我听说过你。
Parnitha_1_008 要想成为一位高阶勇士，请不要忘记更新装备哟！
Parnitha_1_009 呵呵，我这里进了一些物美价廉的货物，看看吧。
Parnitha_1_010 选择一件装备，可以使你受到保护，降低怪物对你的伤害。
Parnitha_1_011 你喜欢护身符吗，据说它们都拥有神秘的力量。
Parnitha_1_012 孩子，你好。你想提升自己的战斗力吗？来和我一起训练吧。
Parnitha_1_013 呵呵，你来啦。
Parnitha_1_014 嘿，你吓着我了。
Parnitha_1_015 这个国家现在面临着的危机，不过看到你这样的后辈，我想我们还有希望。
Parnitha_1_016 天呐，谁来保护我们的村子。
Parnitha_1_017 痛痛痛痛……
Parnitha_1_018 呵呵，据说在地中海的彼岸，有一只更为巨大的狮身人面兽。
Nemea_1_001 为了弟兄们，我要坚持到最后。
Nemea_1_002 你有见过欧鲁巴特斯的吗，最近他很奇怪。
Nemea_1_003 真帅气！
Nemea_1_004 你好，需要我为你做些什么？
Nemea_1_005 但愿能够看看每个人的心肠，打开他的胸口，向里面观察他的思想，然后重新关上，好认清他真是朋友，不致上当……
Nemea_1_006 未成年人禁止饮酒！
Nemea_1_007 你好，我听说过你。
Nemea_1_008 要想成为一位高阶勇士，请不要忘记更换装备哟！
Nemea_1_009 呵呵，我这里进了一些物美价廉的商品，看看吧。
Nemea_1_010 选择一件装备，可以使你受到保护，降低怪物对你的伤害。
Nemea_1_011 你喜欢护身符吗，据说它们都拥有神秘的力量。
Nemea_1_012 朋友，你好。你想提升自己的战斗力吗？来和我一起训练吧。
Nemea_1_013 呵呵，你来啦。
Nemea_1_014 嘿，你吓着我了。
Nemea_1_015 这个国家现在面临着的危机，不过看到你这样的后辈，我想我们还有希望。
Nemea_1_016 天呐，谁来保护我们的村子。
Nemea_1_017 痛痛痛痛……
Nemea_1_018 呵呵，据说埃及的凤凰死后可以于火焰中重生。
Megara_All_001 我要保卫我们的国家，你也来吧。
Megara_All_002 呃，神谕显示：你是一个好人。
Megara_All_003 ……最近到处都不太平，真希望快点解决纷争。我想，众神大概在奥林匹斯山上注视着我们呢。
Megara_All_004 噢，今天天气真不错啊，可以考虑出城到野外打猎。
Megara_All_005 我很累，你跑几步我看看？
Argolis_All_001 我要保卫我们的国家，你也来吧。
Argolis_All_002 呃，神谕显示：你是一个好人。
Argolis_All_003 ……最近到处都不太平，真希望快点解决纷争。我想，众神大概在奥林匹斯山上注视着我们呢。
Argolis_All_004 噢，今天天气真不错啊，可以考虑出城到野外打猎。
Argolis_All_005 我是坦塔罗斯家族后裔。
Argolis_All_006 我很累，你跑几步我看看？
